distance (m),speed (m/s)
4956,31.083334
4959,30.6944466
4962,30.3611145
4965,30.0000019
4968,29.6666698
4971,29.3333321
4974,29
4977,28.6111126
4980,28.1944447
4983,27.8055553
4986,27.3611107
4988,26.9722214
4991,26.6944447
4994,26.3888893
4996,26.1944447
4999,26.1388893
5002,26.1111107
5004,26.0277786
5007,26.1111107
5010,26.0972233
5012,26.083334
5015,26.0694447
5018,26.0555573
5020,26.0277786
5023,26
5026,25.9444447
5028,25.8888912
5031,25.8611107
5033,25.75
5036,25.7777786
5039,25.8611107
5041,26.0277786
5044,26.1944447
5047,26.416666
5049,26.6388893
5052,26.9166679
5055,27.25
5058,27.583334
5061,27.9166679
5063,28.3055553
5066,28.6666679
5069,29.0277767
5072,29.4444447
5075,29.9444447
5078,30.3888893
5082,30.8055553
5085,31.1944466
5088,31.5555553
5091,31.8611126
5095,32.2222252
5098,32.6111107
5101,32.9722252
5105,33.3333321
5108,33.75
5112,34.1388893
5115,34.5555534
5119,35
5122,35.3055573
5126,35.7222252
5129,35.8888893
5133,35.9444466
5137,35.9166679
5140,35.8888893
5144,35.5833359
5148,35.4444427
5151,35.25
5155,35.0555573
5158,35.0277786
5162,35.0833359
5166,35.1666679
5169,35.3055573
5173,35.5
5176,35.6944427
5180,35.9444466
5184,36.1944427
5187,36.4444466
5191,36.7222214
5195,36.9722252
5199,37.2222214
5202,37.4722252
5206,37.6944427
5210,37.9166679
5214,38.0833359
5218,38.2777786
5222,38.3333359
5226,38.3611145
5230,38.3055573
5234,38.1944427
5237,38.0555534
5241,37.6944427
5245,37.1111145
5249,36.4166679
5252,35.8888893
5256,35.2222252
5259,34.6111107
5263,34.0555534
5266,33.4444466
5270,32.7222252
5273,32.0833321
5276,31.3611107
5279,30.5000019
5282,29.6111088
5285,28.8055553
5288,27.9166679
5291,27.2222233
5293,26.666666
5296,26.1666698
5299,25.7222233
5301,25.333334
5304,24.9166679
5306,24.6111107
5309,24.3611126
5311,24.0277786
5314,23.5555573
5316,23.3055553
5318,23.1111126
5321,22.9722233
5323,22.8888893
5325,23.083334
5328,23.1388893
5330,23.2222214
5333,23.333334
5335,23.4166679
5337,23.4722233
5340,23.5
5342,23.5138893
5344,23.5277805
5347,23.4861126
5349,23.4444447
5352,23.4722233
5354,23.5
5356,23.5555573
5359,23.7222233
5361,24
5364,24.1388893
5366,24.2500019
5369,24.3888893
5371,24.4166679
5374,24.3055553
5376,24.3611126
5379,24.3888893
5381,24.4444447
5384,24.6666679
5386,25.0277786
5389,25.3611126
5391,25.75
5394,26.1388893
5397,26.3888893
5399,26.6388893
5402,26.8888893
5405,27.1111107
5408,27.333334
5410,27.6111107
5413,27.9166679
5416,28.2222214
5419,28.5277805
5422,28.8055553
5425,28.9722233
5428,29.1111126
5431,29.1388893
5434,29.0833359
5437,28.9444447
5440,28.75
5443,28.3611126
5445,28.0555553
5448,27.7500019
5451,27.3888893
5454,27.0000019
5457,26.6111126
5459,26.1666698
5462,25.6944447
5464,25.25
5467,24.75
5469,24.1666679
5472,23.6666679
5474,23.2222214
5476,22.8055553
5479,22.3611107
5481,21.916666
5483,21.583334
5485,21.2777786
5487,21
5490,20.8888912
5492,20.8055553
5494,20.8888912
5496,21.083334
5498,21.3888893
5500,21.666666
5503,22.1666679
5505,22.5555573
5507,22.9444447
5510,23.333334
5512,23.5555573
5514,23.75
5517,23.8611126
5519,23.8472233
5522,23.833334
5524,23.7500019
5526,23.6666679
5529,23.6388893
5531,23.6527786
5534,23.6666679
5536,23.833334
5539,24.1111126
5541,24.3611126
5544,24.6666679
5546,25.0277786
5549,25.333334
5551,25.666666
5554,26.0277786
5557,26.3888893
5559,26.7500019
5562,27.1111107
5565,27.6388893
5568,27.9444427
5571,28.1944447
5574,28.3888893
5576,28.3611126
5579,28.1944447
5582,27.9722233
5585,27.583334
5588,27.083334
5590,26.5833359
5593,25.9722233
5596,25.3611126
5598,24.6944447
5601,24
5603,23.3611107
5605,22.6944447
5607,22.0555573
5610,21.4444466
5612,20.8611107
5614,20.333334
5616,19.8055553
5618,19.3888893
5620,19.0555553
5622,18.7777767
5624,18.6944447
5626,18.75
5627,18.9166679
5629,19.1944427
5631,19.6111107
5633,20.0277767
5636,20.6666679
5638,21.1944447
5640,21.7777786
5642,22.3611107
5644,22.7500019
5647,23.1944447
5649,23.4444447
5652,23.583334
5654,23.6388893
5656,23.583334
5659,23.333334
5661,23.1111126
5663,22.7777767
5666,22.3888893
5668,22.1944447
5670,21.916666
5672,21.8055573
5675,21.7777786
5677,21.8333321
5679,21.75
5681,21.791666
5684,21.8333321
5686,21.8888912
5688,22.0000019
5690,22.25
5693,22.6388893
5695,22.9722233
5697,23.4166679
5700,23.9444466
5702,24.2777786
5705,24.583334
5707,24.8611126
5710,25.083334
5712,25.2777786
5715,25.5
5718,25.666666
5720,25.8888912
5723,26.083334
5726,26.2777767
5728,26.4722233
5731,26.7222233
5734,26.8611126
5736,26.9166679
5739,26.9722214
5742,26.9166679
5745,26.7500019
5747,26.5833359
5750,26.416666
5753,26.1944447
5755,26.083334
5758,25.9444447
5761,25.833334
5763,25.7777786
5766,25.75
5768,25.7638893
5771,25.7777786
5774,25.8611107
5776,25.9444447
5779,26.0277786
5782,26.1388893
5784,26.3888893
5787,26.5277786
5790,26.666666
5792,26.8055553
5795,26.9722214
5798,27.083334
5801,27.1944447
5803,27.3055573
5806,27.3888893
5809,27.333334
5812,27.1388893
5815,26.9166679
5817,26.5833359
5820,26.1944447
5823,25.9166679
5825,25.5555573
5828,25.3055553
5830,25.1388874
5833,25.0277786
5835,25.0138874
5838,25
5840,25.0277786
5843,25.0555573
5846,25.1388874
5848,25.7222233
5851,26.4722233
5854,26.9444447
5856,27.3055573
5859,27.6944466
5862,27.8333359
5865,27.8611126
5868,27.8055553
5871,27.6944466
5873,27.4722233
5876,27.1944447
5879,26.7222233
5881,26.2222233
5884,25.5833321
5887,24.8888874
5889,24.3055553
5892,23.6388893
5894,23.0000019
5896,22.4166679
5898,21.8333321
5901,21.2222233
5903,20.6111126
5905,20.0277767
5907,19.4444447
5909,18.833334
5910,18.3333321
5912,17.833334
5914,17.3611107
5916,16.9444447
5917,16.5555573
5919,16.1111126
5921,15.75
5922,15.333333
5924,14.916667
5925,14.5
5927,14.083334
5928,13.6944447
5929,13.333333
5931,12.9444456
5932,12.6388893
5933,12.4444437
5934,12.3888893
5936,12.3611107
5937,12.416667
5938,12.5555563
5940,12.5
5941,12.6111116
5942,12.4444437
5943,12.1111116
5945,11.6944447
5946,11.4166679
5947,11.166667
5948,11.0277786
5949,10.9444456
5950,10.9722223
5951,11.1944447
5952,11.500001
5954,11.8888884
5955,12.4444437
5956,13.0555553
5958,13.666667
5959,14.333334
5961,14.9722223
5962,15.5555553
5964,16.1388893
5966,16.75
5967,17.3888893
5969,18
5971,18.6111107
5973,19.1944427
5975,19.8055553
5977,20.4722233
5979,21.083334
5981,21.6111126
5984,22.1388912
5986,22.6388893
5988,23.0277786
5991,23.5277805
5993,24
5996,24.5000019
5998,25
6001,25.5833321
6004,26.1388893
6006,26.6388893
6009,27.1111107
6012,27.583334
6015,27.9722233
6018,28.3888893
6020,28.8333359
6023,29.2777767
6026,29.6944447
6030,30.1111126
6033,30.5000019
6036,30.916666
6039,31.333334
6042,31.5277786
6045,31.75
6049,31.7777786
6052,31.6388912
6055,31.4166679
6058,31.1944466
6061,30.7500019
6064,30.3611145
6067,29.9444447
6070,29.5277767
6073,29.1666679
6076,28.75
6079,28.4722214
6082,28.2777786
6085,28.083334
6088,28.0000019
6091,28.083334
6094,28.1111126
6096,28.1944447
6099,28.333334
6102,28.3611126
6105,28.4444466
6108,28.4305553
6111,28.4166679
6114,28.3888893
6117,28.3055553
6119,28.1388893
6122,28.0277786
6125,27.8611126
6128,27.6944466
6131,27.583334
6134,27.5
6136,27.3888893
6139,27.25
6142,27.1111107
6145,26.8611126
6147,26.5833359
6150,26.25
6153,25.8611107
6155,25.416666
6158,25.166666
6160,24.833334
6163,24.6944447
6165,24.75
6168,24.8888874
6170,24.9722214
6173,25.25
6176,25.416666
6178,25.5277786
6181,25.666666
6183,25.833334
6186,25.75
6189,25.9722233
6191,26.3611107
6194,26.8333321
6197,27.25
6200,27.7500019
6203,28.2222214
6205,28.6944447
6208,29.1944447
6211,29.6944447
6215,30.1944466
6218,30.6944466
6221,31.1944466
6224,31.6944447
6227,32.1388931
6231,32.5555573
6234,32.9444466
6237,33.3055573
6241,33.6388893
6244,33.9444466
6248,34.3333359
6251,34.5555534
6255,34.7222214
6258,34.8611107
6262,34.8055534
6265,34.6111107
6269,34.4166679
6272,34.0833359
6276,33.6666679
6279,33.4166679
6283,33.0555573
6286,32.8333359
6289,32.6666641
6293,32.5555573
6296,32.5277786
6299,32.5833359
6302,32.6666641
6306,32.8611145
6309,33.0833321
6313,33.3055573
6316,33.6666679
6319,33.9722214
6323,34.2777786
6326,34.5833359
6330,34.8611107
6334,35.0833359
6337,35.3611107
6341,35.5833359
6344,35.8333321
6348,36.1388931
6352,36.4444466
6356,36.75
6359,37.0833321
6363,37.4722252
6367,37.7777786
6371,38.0833359
6375,38.3611145
6379,38.6111107
6383,38.8611145
6387,39.0833321
6391,39.2777786
6395,39.4722252
6399,39.6666679
6403,39.8333359
6407,40.0277786
6411,40.1944466
6415,40.3888931
6419,40.5555573
6423,40.7222252
6427,40.8888893
6432,41
6436,41.1944466
6440,41.3888893
6444,41.5833359
6448,41.7500038
6453,41.9166718
6457,42.1111145
6461,42.2777748
6466,42.4722252
6470,42.6666679
6474,42.8333321
6479,43
6483,43.1944427
6488,43.4166679
6492,43.6111145
6496,43.8055534
6501,44.0000038
6505,44.2222214
6510,44.4166679
6514,44.6388893
6519,44.8888893
6524,45.0833359
6528,45.2777786
6533,45.4722214
6537,45.6388893
6542,45.8055573
6547,45.9444466
6551,46.0555573
6556,46.1666679
6561,46.2777786
6566,46.4166679
6570,46.5277786
6575,46.5833321
6580,46.6388931
6585,46.6111107
6589,46.5555573
6594,46.3888893
6599,46.1111107
6603,45.7777786
6608,45.4444466
6613,45
6617,44.5277786
6622,44.0000038
6626,43.4444466
6630,42.8611107
6635,42.1944466
6639,41.5277786
6643,40.8611145
6647,40.1388893
6651,39.2222214
6655,38.0555534
6659,37.0277786
6662,35.8888893
6666,34.6944466
6669,33.6666679
6673,32.5833359
6676,31.5833359
6679,30.7222233
6682,29.9444447
6685,29.1111126
6688,28.333334
6691,27.5277767
6693,26.7500019
6696,26
6699,25.25
6701,24.5277786
6704,23.8055573
6706,23.1111126
6708,22.4444447
6710,21.75
6713,21.1388874
6715,20.4444447
6717,19.6944466
6719,18.9166679
6720,18.2500019
6722,17.5
6724,16.8611107
6726,16.25
6727,15.6944437
6729,15.166667
6730,14.8055544
6732,14.3888884
6733,13.9722214
6734,13.583334
6736,13.1388884
6737,12.7777786
6738,12.333334
6740,11.8888884
6741,11.4166679
6742,11.083334
6743,10.8611116
6744,10.6944447
6745,10.6111116
6746,10.625
6747,10.6388893
6748,10.75
6749,10.8611116
6751,11.0277786
6752,11.1944447
6753,11.4166679
6754,11.6388893
6755,11.8611116
6757,12.1111116
6758,12.3611107
6759,12.4722233
6760,12.5555563
6762,12.5
6763,12.4444437
6764,12.3055553
6765,12.250001
6767,12.1388893
6768,12.1944447
6769,12.333334
6770,12.5555563
6772,12.916667
6773,13.6111116
6775,14.2222233
6776,14.8333349
6778,15.4444456
6779,16.1944447
6781,16.9444447
6783,17.7222214
6785,18.4999981
6787,19.2777786
6789,20
6791,20.6944447
6793,21.3888893
6795,22.0555573
6797,22.7222233
6800,23.3888893
6802,24.0555553
6805,24.6666679
6807,25.3055553
6810,25.9166679
6813,26.4722233
6815,27.0000019
6818,27.5
6821,27.9722233
6824,28.4166679
6827,28.7777767
6830,29.1111126
6833,29.3333321
6836,29.5000019
6839,29.6111088
6842,29.5555573
6845,29.4166679
6848,29.1666679
6851,28.8055553
6854,28.3055553
6857,27.8055553
6859,27.1111107
6862,26.4722233
6865,25.8055573
6867,25.083334
6870,24.4444447
6872,23.7222233
6874,23.083334
6877,22.4444447
6879,21.8333321
6881,21.25
6883,20.7222214
6885,20.1944466
6887,19.6944466
6889,19.2222233
6891,18.75
6893,18.3333321
6895,17.9444447
6897,17.6111126
6898,17.2777767
6900,17
6902,16.8611107
6903,16.6388893
6905,16.4722233
6907,16.3333321
6908,16.1111126
6910,15.8611116
6912,15.666667
6913,15.499999
6915,15.3888893
6916,15.458333
6918,15.5277796
6920,15.6944437
6921,15.8611116
6923,16.0277786
6924,16.2777786
6926,16.583334
6928,16.916666
6930,17.3055553
6931,17.6944466
6933,18.1111126
6935,18.5555573
6937,18.9444447
6939,19.2500019
6941,19.5000019
6943,19.75
6945,19.8888893
6947,20.1388893
6949,20.3888893
6951,20.6388893
6953,21.0277786
6956,21.5
6958,22.0000019
6960,22.5833359
6962,23.2500019
6965,23.7777767
6967,24.2500019
6970,24.7777786
6972,25.333334
6975,25.8888912
6978,26.416666
6981,26.9166679
6983,27.4444447
6986,27.9444427
6989,28.4722214
6992,28.9444447
6995,29.3888893
6998,29.8055573
7001,30.2222214
7004,30.6388893
7007,30.9999981
7011,31.3055592
7014,31.6388912
7017,31.9444447
7020,32.2222252
7024,32.5277786
7027,32.8055573
7030,33.0833321
7034,33.3333321
7037,33.5833321
7041,33.8888893
7044,34.2500038
7048,34.5277786
7051,34.7777786
7055,35
7058,35.0555573
7062,35.0833359
7065,35
7069,34.7777786
7072,34.4444466
7076,34.1666679
7079,33.7777786
7083,33.4444466
7086,33.0833321
7089,32.6944466
7093,32.3888893
7096,32.0555573
7099,31.8055553
7102,31.6388912
7106,31.4722233
7109,31.333334
7112,31.25
7115,31.1388874
7118,31.0555592
7121,30.9722233
7125,30.7777786
7128,30.5555553
7131,30.3055534
7134,30.0277786
7137,29.6944447
7140,29.3888893
7143,29.0277767
7146,28.6944447
7149,28.3888893
7151,28.1111126
7154,27.8333359
7157,27.5277767
7160,27.25
7163,26.9722214
7165,26.7222233
7168,26.3888893
7171,26.0277786
7173,25.6944447
7176,25.3055553
7178,24.9166679
7181,24.583334
7183,24.2500019
7186,23.9444466
7188,23.6944466
7191,23.5
7193,23.2500019
7195,23.0555553
7198,22.7500019
7200,22.4166679
7202,22.0833321
7204,21.583334
7206,20.8888912
7209,20.3611126
7211,19.8055553
7212,19.2222233
7214,18.8888893
7216,18.6111107
7218,18.3888912
7220,18.3055573
7222,18.2222233
7224,18.1388893
7226,17.9444447
7227,17.7777786
7229,17.6666679
7231,17.5277786
7233,17.4444447
7235,17.4305553
7236,17.4166679
7238,17.4444447
7240,17.4722233
7242,17.4444447
7243,17.3055553
7245,17.333334
7247,17.5
7249,17.7222214
7251,18.0833321
7252,18.6388893
7254,19.1666679
7256,19.75
7258,20.416666
7261,20.9722214
7263,21.5
7265,22.0000019
7267,22.5
7270,22.9722233
7272,23.4722233
7274,23.9444466
7277,24.4722214
7280,25.0555573
7282,25.6111126
7285,26.1111107
7288,26.6944447
7290,27.1666679
7293,27.5277767
7296,27.8611126
7299,28.1666679
7302,28.333334
7305,28.5555553
7307,28.7777767
7310,28.9722233
7313,29.2222252
7316,29.5277767
7319,29.833334
7323,30.1944466
7326,30.583334
7329,30.9444466
7332,31.333334
7335,31.6944447
7338,32.0277786
7342,32.3611107
7345,32.6944466
7348,33
7352,33.3333321
7355,33.6666679
7359,34.0277786
7362,34.3611145
7366,34.7222214
7369,35.0555573
7373,35.3611107
7377,35.6388931
7380,35.9166679
7384,36.1388931
7388,36.3611107
7391,36.5833321
7395,36.7777824
7399,36.9999962
7403,37.1666679
7406,37.3611107
7410,37.5833359
7414,37.7777786
7418,38.0277824
7422,38.3055573
7426,38.5277748
7430,38.7777786
7434,39.0000038
7438,39.0833321
7442,39.1666679
7446,39.1111107
7450,39.0000038
7453,38.8055573
7457,38.5000038
7461,38.0833359
7465,37.6388893
7469,37.0555573
7473,36.5000038
7476,36.2222252
7480,35.9722252
7484,35.6944427
7487,35.3888931
7491,34.8888893
7494,33.7777786
7497,32.7777786
7501,32.0833321
7504,31.4166679
7507,30.6944466
7510,30.0555573
7513,29.4722214
7516,28.8611126
7519,28.2222214
7522,27.6111107
7524,27.083334
7527,26.6111126
7530,26.1666698
7532,25.75
7535,25.3611126
7538,25.0277786
7540,24.833334
7543,24.583334
7545,24.2500019
7548,23.916666
7550,23.6944466
7552,23.5277805
7555,23.333334
7557,23.1944447
7559,23.0555553
7562,22.8611107
7564,22.6944447
7566,22.5555573
7569,22.4166679
7571,22.3055573
7573,22.333334
7575,22.3611107
7578,22.4444447
7580,22.5555573
7582,22.6388893
7585,22.7500019
7587,22.9444447
7589,23.0277786
7592,23.083334
7594,23.1111126
7596,23.083334
7599,23.0416679
7601,23.0000019
7603,22.8333359
7606,22.6111107
7608,22.3888893
7610,22.1111107
7612,21.8333321
7615,21.5555553
7617,21.25
7619,21.0555573
7621,20.8611107
7623,20.6944447
7625,20.5555553
7627,20.416666
7629,20.1388893
7631,19.9166679
7633,19.6111107
7635,19.2500019
7637,18.833334
7639,18.6388893
7641,18.4999981
7643,18.4444447
7645,18.4999981
7647,18.6666679
7649,18.6944447
7650,18.833334
7652,19.0000019
7654,19.1388893
7656,19.3055553
7658,19.6111107
7660,19.9722233
7662,20.333334
7665,20.7500019
7667,21.1944447
7669,21.583334
7671,22.0000019
7673,22.3888893
7676,22.7777767
7678,23.1388893
7680,23.5
7683,23.833334
7685,24.2222233
7688,24.6388893
7690,25.0555573
7693,25.3611126
7696,25.666666
7698,25.8611107
7701,25.9444447
7703,25.9027767
7706,25.8611107
7709,25.5
7711,25.2777786
7714,25.0277786
7716,24.7777786
7719,24.5277786
7721,24.2500019
7724,23.9722233
7726,23.7222233
7729,23.5
7731,23.2222214
7733,22.9444447
7736,22.6111107
7738,22.2777786
7740,21.9444447
7742,21.6111126
7744,21.2777786
7747,20.9444447
7749,20.6388893
7751,20.3055553
7753,19.9722233
7755,19.7222214
7757,19.5000019
7759,19.3055553
7761,19.1111107
7763,19.0000019
7765,18.9444447
7766,18.8611107
7768,18.833334
7770,18.7777786
7772,18.7222233
7774,18.4722233
7776,18.2777786
7778,18.0555553
7780,17.7777786
7781,17.6388893
7783,17.5
7785,17.3611107
7787,17.2777767
7788,17.2222233
7790,17.083334
7792,16.833334
7794,16.666666
7795,16.4444447
7797,16.2222214
7799,16.083334
7800,16.0277786
7802,15.9722223
7803,15.8888893
7805,15.8611116
7807,15.8055553
7808,15.7777777
7810,15.791666
7811,15.8055553
7813,15.8194456
7815,15.833334
7816,15.9444456
7818,16.0555553
7820,16.1388893
7821,16.25
7823,16.4166679
7825,16.666666
7826,16.916666
7828,17.2500019
7830,17.6388893
7832,18
7834,18.4166679
7835,18.833334
7837,19.2500019
7839,19.6666679
7841,20.0555573
7844,20.5
7846,20.8888912
7848,21.2222233
7850,21.5555553
7852,21.916666
7854,22.2222233
7857,22.5555573
7859,22.8611107
7861,23.1944447
7864,23.4166679
7866,23.6111107
7869,23.75
7871,23.833334
7874,23.8611126
7876,23.9444466
7878,24
7881,24.083334
7883,24.1666679
7886,24.3055553
7888,24.4722214
7891,24.75
7893,25.0277786
7896,25.3611126
7899,25.7222233
7901,26.0277786
7904,26.3333359
7907,26.666666
7909,27.0555553
7912,27.4166679
7915,27.7777767
7918,28.1944447
7921,28.5555553
7924,28.8888893
7927,29.2222252
7930,29.5000019
7933,29.6944447
7936,29.9166698
7939,30.1111126
7942,30.333334
7945,30.583334
7948,30.8611107
7951,31.1388874
7954,31.4722233
7958,31.8055553
7961,32.1388931
7964,32.4722252
7968,32.8055573
7971,33.1111145
7974,33.4444466
7978,33.7777786
7981,34.1388893
7985,34.4444466
7988,34.75
7992,35.0277786
7995,35.25
7999,35.4166679
8003.000488,35.5833359
8005.999512,35.7222252
8010,35.8055611
8014,35.9722252
8017,36.1666641
8021,36.3611107
8024.999512,36.5833321
8028,36.8055573
8031.999512,37.0833321
8036.000488,37.3888893
8040,37.6388893
8043.999512,37.8888893
8048.000488,38.1388893
8052,38.3611145
8055.000488,38.6111107
8059,38.8055573
8062.999512,38.9722252
8067.000488,39.1388931
8071,39.1111107
8075,39.1666679
8079.000488,38.9722252
8083,38.5555573
8087,38.0000038
8090.999512,37.4444466
8095.000488,36.7222214
8097.999512,35.9722252
8102,35.1944466
8104.999512,34.3055534
8109,33.4444466
8112.000488,32.5
8115,31.5555553
8118,30.5277786
8121.000488,29.4166679
8123.999512,28.4444466
8127,27.4166679
8130,26.5000019
8132,25.6111126
8135,24.75
8137,23.9444466
8140.000488,23.2500019
8142,22.5277767
8144,21.8333321
8146,21.1388874
8148,20.4722233
8149.999512,19.8055553
8152.000488,19.1666679
8154.000488,18.5555573
8156,17.9444447
8158,17.4722233
8160,17.0555573
8161.000488,16.6388893
8163,16.2777786
8165,15.9722223
8166.000488,15.6111116
8168,15.333333
8168.999512,15.000001
8170.999512,14.6388884
8172,14.25
8174,13.8888884
8175,13.4722223
8175.999512,13.1388884
8178.000488,12.8611116
8179,12.583333
8180.000488,12.3611107
8181,12.1944447
8182.999512,12.0277777
8184,11.916667
8185.000488,11.8611116
8186,11.7777786
8187.000488,11.7870369
8189,11.7962961
8189.999512,11.8055553
8191,11.916667
8192,12.0277777
8193,12.1388893
8195,12.2777777
8196,12.4444437
8197,12.6388893
8199,12.7777786
8200,12.9444456
8201,13.1388884
8203,13.3055563
8204,13.4722223
8205,13.7222223
8207,13.9444447
8208,14.2222233
8210,14.5277786
8211,14.8333349
8213,15.1388893
8214,15.499999
8216,15.833334
8218,16.1944447
8219,16.5555573
8221,16.8611107
8223,17.2222233
8225,17.5555553
8226,17.8611126
8228,18.1388893
8230,18.4722233
8232,18.75
8234,19.0833359
8236,19.4444447
8238,19.833334
8240,20.3611126
8242,20.9444447
8244,21.5555553
8247,22.2777786
8249,23.0555553
8251,23.6944466
8254,24.4166679
8256,24.9444466
8259,25.3055553
8262,25.6111126
8264,25.833334
8267,25.8611126
8269,25.8888912
8272,25.8472252
8275,25.8055573
8277,25.833334
8280,25.8888912
8283,25.879631
8285,25.8703709
8288,25.8611107
8290,25.7222233
8293,25.5833321
8296,25.333334
8298,24.9722214
8301,24.5555553
8303,24.1944447
8306,23.6666679
8308,23.3055553
8310,23.0000019
8313,22.6944447
8315,22.5833359
8317,22.6111107
8319,22.6944447
8322,22.8888893
8324,23.1944447
8327,23.4166679
8329,23.8055573
8331,24.0555553
8334,24.2777786
8336,24.4444447
8339,24.5000019
8341,24.4444447
8344,24.333334
8346,24.1111126
8349,23.7777767
8351,23.5
8353,23.0555553
8356,22.7500019
8358,22.5277767
8360,22.3055573
8363,22.1388912
8365,22.0555573
8367,21.9444447
8369,21.8333321
8371,21.75
8374,21.5555553
8376,21.2777786
8378,21
8380,20.6944447
8382,20.3888893
8384,20.0277767
8386,19.6111107
8388,19.2500019
8390,18.8888893
8392,18.4999981
8394,18.166666
8396,17.8055553
8397,17.5
8399,17.1944447
8401,16.8888893
8403,16.666666
8404,16.4722233
8406,16.3055553
8407,16.166666
8409,16.0555553
8411,15.9722223
8412,15.8611116
8414,15.8055553
8416,15.7777777
8417,15.8055553
8419,15.833334
8420,15.9444456
8422,16.1111126
8424,16.3611126
8425,16.666666
8427,16.9444447
8429,17.2777767
8431,17.6388893
8433,18
8434,18.3611107
8436,18.7777767
8438,19.1666679
8440,19.6111107
8442,20.083334
8444,20.5555553
8447,21.0277786
8449,21.5
8451,21.9722233
8453,22.4166679
8456,22.8611107
8458,23.3055553
8460,23.6944466
8463,24.1111126
8465,24.5277786
8468,24.9444466
8470,25.333334
8473,25.666666
8476,26.0555573
8478,26.4444447
8481,26.8055553
8484,27.2222233
8487,27.6388893
8489,28.0555553
8492,28.5277805
8495,29.0277767
8498,29.4722214
8501,29.9444447
8504,30.3611145
8508,30.8055553
8511,31.2222233
8514,31.5
8517,31.8055553
8520,31.9166679
8524,31.9444447
8527,31.8888912
8530,31.7222233
8533,31.3611107
8537,30.9999981
8540,30.6111145
8543,30.1388893
8546,29.7500019
8549,29.25
8552,28.8611126
8555,28.5
8557,28.1388893
8560,27.9166679
8563,27.7222233
8566,27.6111107
8569,27.6666679
8572,27.7222233
8574,27.8055553
8577,28.0555553
8580,28.3055553
8583,28.5555553
8586,28.8611126
8589,29.1944447
8592,29.5555573
8595,29.9166698
8598,30.333334
8601,30.7222233
8604,30.9999981
8607,31.2777786
8611,31.4722233
8614,31.6111107
8617,31.6944447
8620,31.625
8624,31.5555553
8627,31.4444466
8630,31.333334
8633,31.1944466
8636,30.9999981
8639,30.7222233
8642,30.5000019
8646,30.3055534
8649,30.1111126
8652,29.9722214
8655,29.8055573
8658,29.6944447
8661,29.6388893
8664,29.645834
8667,29.6527767
8670,29.6597252
8673,29.6666698
8676,29.6944447
8679,29.7777805
8682,29.8611107
8685,29.9444447
8688,30.0277786
8691,30.0555573
8694,30.1111126
8697,30.1944466
8700,30.2361126
8703,30.2777786
8706,30.416666
8710,30.583334
8713,30.666666
8716,30.8611107
8719,30.916666
8722,30.8888912
8725,30.7777786
8728,30.666666
8731,30.3888893
8735,30.2222214
8738,30.1111126
8741,30.0277786
8744,30.083334
8747,30.2222214
8750,30.416666
8753,30.7222233
8756,31.1111107
8759,31.4444466
8763,31.7777786
8766,32.1666679
8769,32.5555573
8773,32.9444466
8776,33.3333321
8779,33.75
8783,34.1388893
8786,34.5000038
8790,34.8611107
8793,35.1944466
8797,35.5
8801,35.8055611
8804,36.1111107
8808,36.4166679
8812,36.7222214
8816,37.0555573
8819,37.3333359
8823,37.6111145
8827,37.8888893
8831,38.1666718
8835,38.4166679
8839,38.6944466
8843,38.9722252
8847,39.2777786
8851,39.5833321
8855,39.9722252
8859,40.2777786
8863,40.5555573
8867,40.8333321
8871,41.1111107
8876,41.3333359
8880,41.5555573
8884,41.7222214
8888,41.8611107
8893,42
8897,42.1388893
8901,42.2777748
8906,42.3611107
8910,42.4166679
8914,42.5555573
8919,42.8333321
8923,42.9444466
8927,43.0277786
8932,43.1111107
8936,43
8940,42.8055573
8945,42.4444466
8949,41.8888893
8953,41.1944466
8957,40.5833359
8961,39.7777786
8965,39.0833321
8969,38.3888855
8973,37.6944427
8977,37.0277786
8981,36.5000038
8984,35.8055611
8988,35.0555573
8991,34.2777786
8995,33.4444466
8998,32.3888893
9001,31.5
9004,30.666666
9007,29.833334
9010,29.1944447
9013,28.6666679
9016,28.083334
9019,27.583334
9022,27.1388893
9024,26.6111126
9027,26.0277786
9030,25.4722252
9032,24.9166679
9035,24.3888893
9037,24.1666679
9039,23.916666
9042,23.7222233
9044,23.5555573
9047,23.2222214
9049,22.2777786
9051,21.7777786
9053,21.5555553
9055,21.4444466
9058,21.3888893
9060,21.3611126
9062,21.4444466
9064,21.5555553
9066,21.7222233
9069,21.916666
9071,22.1666679
9073,22.4722233
9075,22.7777767
9078,23.1388893
9080,23.5
9083,23.8888893
9085,24.2500019
9088,24.6666679
9090,25.166666
9093,25.666666
9095,26.1388893
9098,26.6388893
9101,27.1111107
9104,27.583334
9107,28.0277786
9109,28.4444466
9112,28.8333359
9115,29.2222252
9118,29.6111088
9121,30.0277786
9125,30.3888893
9128,30.7777786
9131,31.1388874
9134,31.5
9137,31.8611126
9141,32.2222252
9144,32.5555573
9147,32.9166679
9151,33.2777786
9154,33.6388893
9157,33.9722214
9161,34.3611145
9165,34.6944466
9168,35
9172,35.3055573
9175,35.5833359
9179,35.8611107
9183,36.0555573
9186,36.25
9190,36.4166679
9194,36.4444466
9197,36.4722252
9201,36.3611107
9205,36.1666641
9208,35.8888893
9212,35.5833359
9216,35.0555573
9219,34.6388893
9223,34.2500038
9226,33.8611107
9229,33.5
9233,33.1388893
9236,32.7777786
