distance (m),speed (m/s)
9239,32.4444427
9243,32.1666679
9246,31.7222233
9249,31.2222233
9252,30.6944466
9255,30.1944466
9258,29.6388893
9261,28.8888893
9264,27.8888893
9267,27.0000019
9270,26.1388893
9272,25.1944466
9275,24.4444447
9277,23.6944466
9279,22.9722233
9282,22.333334
9284,21.75
9286,21.1111107
9288,20.5
9290,19.8611126
9292,19.2222233
9294,18.583334
9296,17.9444447
9298,17.2500019
9299,16.6388893
9301,16
9302,15.3611116
9304,14.8055544
9305,14.3055563
9307,13.8055553
9308,13.333333
9309,12.9444456
9311,12.4722233
9312,12.0277777
9313,11.6111107
9314,11.166667
9315,10.7777777
9316,10.5
9317,10.3888893
9319,10.3611107
9320,10.4722223
9321,10.7222233
9322,10.8611116
9323,11.083334
9324,11.3055553
9325,11.500001
9326,11.666667
9328,11.9722233
9329,12.2777777
9330,12.583333
9331,12.8888893
9333,13.2222223
9334,13.3888893
9336,13.4722223
9337,13.5277777
9338,13.5555553
9340,13.5277777
9341,13.4722223
9342,13.3888893
9344,13.2777777
9345,13.1666679
9346,13.0277786
9348,12.9444456
9349,12.8055563
9350,12.75
9352,12.7222223
9353,12.75
9354,12.8888893
9356,13.1111116
9357,13.3611116
9358,13.6388893
9360,13.9722214
9361,14.4166679
9363,14.8055544
9364,15.333333
9366,15.9444456
9368,16.6111107
9369,17.3055553
9371,18.2500019
9373,19.0833359
9375,19.8055553
9377,20.5
9379,21.1388874
9382,21.75
9384,22.4166679
9386,23.083334
9389,23.7777767
9391,24.5000019
9394,25.2777786
9396,26.0277786
9399,26.8611126
9402,27.7222233
9405,28.4166679
9408,29.0277767
9411,29.6111088
9414,30.1944466
9417,30.7500019
9420,31.1944466
9423,31.5555553
9427,31.9444447
9430,32.3055573
9433,32.6388893
9437,33.0277786
9440,33.4166679
9443,33.7777786
9447,34.1388893
9450,34.5277786
9454,34.8333359
9458,35.0833359
9461,35.3055573
9465,35.5277786
9468,35.75
9472,35.8888893
9476,35.9722252
9479,36.0555573
9483,36.1111107
9487,36.1944466
9490,36.2777786
9494,36.4444466
9498,36.6666641
9502,36.9999962
9505,37.4444466
9509,37.7500038
9513,38.1388893
9517,38.4444466
9521,38.6666679
9525,38.8333359
9529,39.1111107
9533,39.3333359
9537,39.5555611
9541,39.8611107
9545,40.1666679
9549,40.3611145
9553,40.6388893
9557,40.7777786
9562,40.8055573
9566,40.7777786
9570,40.6388893
9574,40.3055573
9578,40
9582,39.6388893
9586,39.2222214
9590,38.8333359
9594,38.3888855
9598,37.9444466
9602,37.5
9605,37.0277786
9609,36.5833321
9613,36.0833359
9616,35.5833359
9620,35.1111107
9623,34.6111107
9627,34.2500038
9630,33.8611107
9634,33.5833321
9637,33.3611107
9641,33.2222214
9644,33.0833321
9647,33.0694466
9651,33.0555573
9654,33
9657,32.9444466
9661,32.9166679
9664,32.8611145
9667,32.8333359
9671,32.8472252
9674,32.8611145
9677,32.75
9681,32.6666641
9684,32.5
9687,32.1944427
9691,31.8333321
9694,31.5833359
9697,31.25
9700,30.9999981
9703,30.8611107
9706,30.7222233
9709,30.5555553
9713,30.4722214
9716,30.3611145
9719,30.2500019
9722,30.1111126
9725,29.9444447
9728,29.7777805
9731,29.583334
9734,29.3611126
9737,29.1666679
9740,28.8888893
9743,28.5
9746,28.1111126
9748,27.6944466
9751,27.25
9754,26.7777786
9757,26.25
9759,25.7222233
9762,25.166666
9764,24.583334
9767,24.0277786
9769,23.5
9771,22.9166679
9774,22.3611107
9776,21.7777786
9778,21.1944447
9780,20.583334
9782,20
9784,19.4444447
9786,18.8888893
9788,18.4722233
9790,18.1111126
9792,17.8611126
9793,17.6944466
9795,17.583334
9797,17.5555553
9799,17.6666679
9801,17.833334
9802,18.1111126
9804,18.4722233
9806,18.7777767
9808,19.2777786
9810,19.6944466
9812,20.083334
9814,20.5277786
9816,20.8611107
9819,21.083334
9821,21.3611126
9823,21.666666
9825,21.9444447
9827,22.3055573
9830,22.666666
9832,23.083334
9835,23.583334
9837,24.083334
9839,24.6111107
9842,25.1944466
9845,25.75
9847,26.25
9850,26.7500019
9853,27.25
9856,27.7222233
9858,28.1944447
9861,28.6388874
9864,29.0833359
9867,29.5277767
9870,29.9166698
9874,30.333334
9877,30.7500019
9880,31.166666
9883,31.5555553
9886,31.9722233
9890,32.3611107
9893,32.6944466
9896,33.0277786
9900,33.3333321
9903,33.5555573
9906,33.8055573
9910,34.0277786
9913,34.1944427
9917,34.5000038
9920,34.8333359
9924,35.1666679
9928,35.5277786
9931,35.9166679
9935,36.25
9939,36.5833321
9942,36.9166679
9946,37.2222214
9950,37.5
9954,37.6666679
9958,37.8611107
9962,37.9444466
9965,37.9166679
9969,37.8888893
9973,37.6666679
9977,37.2222214
9981,36.8333359
9984,36.4444466
9988,36
9992,35.6666679
9995,35.25
9999,34.9166679
10002,34.7222214
10006,34.5833359
10009,34.4166679
10013,34.3888893
10016,34.3055534
10020,34.2222214
10023,34.1388893
10027,34.0833359
10030,34
10034,33.9444466
10037,33.9583359
10041,33.9722214
10044,34.0555534
10048,34.2222214
10051,34.4166679
10055,34.6388893
10058,34.8888893
10062,35.1388893
10065,35.4166679
10069,35.6388931
10073,35.8611107
10076,36.0277748
10080,36.2222252
10084,36.3333321
10087,36.5000038
10091,36.7222214
10095,36.9444466
10099,37.1944504
10102,37.4722252
10106,37.7500038
10110,38.0000038
10114,38.25
10118,38.5000038
10122,38.75
10126,39.0277786
10130,39.2777786
10134,39.5277786
10138,39.75
10142,40.0555534
10146,40.2500038
10150,40.4722214
10154,40.6666679
10158,40.6944466
10163,40.625
10167,40.5555573
10171,40.2777786
10175,39.9166641
10179,39.5555611
10183,38.9722252
10187,38.5833359
10191,38.25
10195,37.8888893
10198,37.6944427
10202,37.6388893
10206,37.5833359
10210,37.6111145
10214,37.6944427
10218,37.7777786
10221,37.9444466
10225,38.0277824
10229,38.0833359
10233,38.1666718
10237,38.0555534
10241,37.8055573
10245,37.5833359
10248,37.25
10252,36.8333359
10256,36.6944466
10260,36.5000038
10263,36.4444466
10267,36.5555573
10271,36.7222214
10274,36.8611107
10278,37.1388893
10282,37.3055573
10286,37.4166679
10290,37.5277824
10294,37.6388893
10297,37.7222214
10301,37.8333359
10305,38.0000038
10309,38.1388893
10313,38.3055573
10317,38.5277748
10321,38.7222252
10325,38.8888893
10329,39.0555611
10333,39.1111107
10337,39.1388931
10341,39.0555611
10345,38.8888893
10348,38.6666679
10352,38.4166679
10356,38.0555534
10360,37.7777786
10364,37.5555534
10368,37.3055573
10371,37.0555573
10375,36.9166679
10379,36.6944466
10383,36.4444466
10386,36.1944427
10390,35.9166679
10394,35.6388931
10397,35.3333359
10401,35.0277786
10404,34.7222214
10408,34.3333359
10411,33.9722214
10415,33.5
10418,32.9444466
10421,32.3055573
10425,31.75
10428,31.1111107
10431,30.5000019
10434,29.9444447
10437,29.3611126
10440,28.8611126
10443,28.4166679
10446,28.0000019
10448,27.6111107
10451,27.25
10454,26.8888893
10457,26.5555553
10459,26.25
10462,25.9444447
10464,25.6944447
10467,25.3611126
10470,25.0555573
10472,24.6944447
10475,24.2777786
10477,23.8611126
10479,23.3611107
10482,22.7500019
10484,22.1388912
10486,21.4444466
10488,20.7222214
10490,20
10492,19.1944427
10494,18.4444447
10496,17.75
10498,17.0277767
10499,16.4166679
10501,15.833334
10502,15.333333
10504,14.8888903
10505,14.5
10507,14.166667
10508,13.9166679
10510,13.6388893
10511,13.4722223
10512,13.3611116
10514,13.0277786
10515,12.583333
10516,12.250001
10517,12
10519,11.75
10520,11.583334
10521,11.4444447
10522,11.3611116
10523,11.3888884
10525,11.500001
10526,11.5138893
10527,11.5277777
10528,11.4722223
10529,11.3611116
10530,11.25
10531,11.0555553
10533,10.7222233
10534,10.6111116
10535,10.666667
10536,10.75
10537,11.0277786
10538,11.4166679
10539,11.8611116
10541,12.416667
10542,13.0277786
10543,13.583334
10545,14.1111107
10546,14.666666
10548,15.2222233
10549,15.75
10551,16.3055553
10553,16.8611107
10554,17.4166679
10556,17.9722233
10558,18.4999981
10560,19.0000019
10562,19.4444447
10564,19.8611126
10566,20.25
10568,20.6111126
10570,20.9444447
10573,21.2222233
10575,21.4722233
10577,21.7222233
10579,21.9444447
10581,22.1944447
10584,22.4444447
10586,22.7500019
10588,23.1388893
10591,23.5277805
10593,23.916666
10596,24.3611126
10598,24.7777786
10601,25.1944466
10603,25.5833321
10606,25.9444447
10609,26.2777767
10611,26.5833359
10614,26.8611126
10617,27.1388893
10620,27.4166679
10623,27.6944466
10625,27.9722233
10628,28.2500019
10631,28.5277805
10634,28.8055553
10637,29.0833359
10640,29.3611126
10643,29.6111088
10646,29.8611107
10649,30.083334
10652,30.2777786
10655,30.5000019
10658,30.666666
10662,30.8055553
10665,30.9722233
10668,31.083334
10671,31.25
10674,31.4166679
10677,31.6111107
10681,31.75
10684,32.0277786
10687,32.1388931
10690,32.1250038
10694,32.1111107
10697,31.9444447
10700,31.6388912
10703,31.2777786
10707,30.8611107
10710,30.333334
10713,29.8888893
10716,29.3611126
10719,28.8611126
10721,28.333334
10724,27.7777767
10727,27.3055573
10730,26.8333321
10732,26.416666
10735,26.0555573
10738,25.75
10740,25.5833321
10743,25.416666
10746,25.25
10748,25.1111126
10751,24.8611126
10753,24.1666679
10755,23.4722233
10758,23.083334
10760,22.8055553
10762,22.5833359
10765,22.3888893
10767,22.333334
10769,22.25
10771,22.2222233
10774,22.25
10776,22.3055573
10778,22.3888893
10781,22.5
10783,22.6388893
10785,22.8055553
10788,23.0000019
10790,23.1944447
10792,23.5
10795,23.8611126
10797,24.2777786
10800,24.6944447
10802,25.1944466
10805,25.7222233
10808,26.25
10810,26.8055553
10813,27.333334
10816,27.8888893
10819,28.3888893
10822,28.8888893
10825,29.3888893
10828,29.8611107
10831,30.3055534
10834,30.7222233
10837,31.1388874
10840,31.5277786
10844,31.9444447
10847,32.3611107
10850,32.75
10854,33.0833321
10857,33.4166679
10860,33.75
10864,34.0555534
10867,34.3611145
10871,34.6666679
10874,34.9444466
10878,35.25
10882,35.5277786
10885,35.8055611
10889,36.1111107
10893,36.4166679
10896,36.6944466
10900,37.0277786
10904,37.3055573
10908,37.5555534
10912,37.8055573
10916,38.0277824
10919,38.25
10923,38.4722214
10927,38.7222252
10931,38.9722252
10935,39.1944466
10939,39.4444427
10943,39.6944466
10947,39.9166641
10951,40.1111145
10955,40.3333321
10960,40.5277824
10964,40.7222252
10968,40.9166679
10972,41.1388893
10976,41.3333359
10981,41.5277786
10985,41.7222214
10989,41.9166718
10993,42.0833359
10998,42.3055573
11002,42.5
11006,42.6944427
11011,42.8888931
11015,43.0833359
11019,43.25
11024,43.4166679
11028,43.5833359
11033,43.75
11037,43.8888893
11042,44.0555573
11046,44.2222214
11051,44.3888893
11055,44.5277786
11060,44.6944466
11064,44.8611107
11069,45
11074,45.1388893
11078,45.2777786
11083,45.4444466
11087,45.4074059
11092,45.3703728
11097,45.3333321
11101,45.1388893
11106,44.8888893
11110,44.5277786
11115,44.0277786
11119,43.5
11124,42.9166679
11128,42.3055573
11132,41.5833359
11136,40.75
11140,39.9166641
11144,39.0555611
11148,38.1388893
11152,37.3055573
11156,36.3888893
11159,35.5833359
11163,34.9166679
11166,34.2777786
11170,33.6388893
11173,33.0833321
11176,32.5
11180,31.9722233
11183,31.4722233
11186,30.9722233
11189,30.4444466
11192,29.9166698
11195,29.4166679
11198,28.9166641
11201,28.4166679
11204,27.9166679
11207,27.4166679
11209,26.9444447
11212,26.4444447
11215,26.083334
11217,25.7777786
11220,25.5833321
11222,25.4444447
11225,25.3611126
11228,25.3888912
11230,25.5833321
11233,25.75
11236,25.9722233
11238,26.2777767
11241,26.4444447
11244,26.666666
11246,26.7500019
11249,26.7222214
11252,26.6944447
11254,26.5555553
11257,26.2777767
11260,26.0277786
11262,25.6944447
11265,25.333334
11268,25.0277786
11270,24.7222214
11273,24.3611126
11275,23.9722233
11277,23.5555573
11280,23.1111126
11282,22.6388893
11284,22.1666679
11286,21.6944447
11289,21.1666679
11291,20.6388893
11293,20.1111126
11295,19.5277805
11297,18.8611107
11299,18.1388893
11300,17.5
11302,16.75
11304,16.083334
11305,15.4444456
11307,14.7777786
11308,14.25
11310,13.75
11311,13.333333
11312,12.9722223
11314,12.6944456
11315,12.3055553
11316,12
11317,11.6388893
11318,11.25
11319,10.8888893
11320,10.5
11322,10.1388893
11323,9.7777777
11323,9.416667
11324,9.1388893
11325,8.8611107
11326,8.5555553
11327,8.416667
11328,8.4444447
11329,8.5277786
11330,8.666667
11331,9
11331,9.2222223
11332,9.3888884
11333,9.583334
11334,9.666667
11335,9.750001
11336,9.833334
11337,9.9722233
11338,10.166667
11340,10.4722223
11341,10.8888893
11342,11.3611116
11343,11.8888884
11344,12.4722233
11346,13.0833349
11347,13.6388893
11348,14.25
11350,14.916667
11352,15.583333
11353,16.25
11355,16.916666
11357,17.6111126
11359,18.3055573
11360,18.9722233
11362,19.6111107
11365,20.2222233
11367,20.833334
11369,21.4444466
11371,22.0277786
11373,22.6111107
11376,23.1666679
11378,23.7222233
11381,24.3055553
11383,24.9166679
11386,25.416666
11388,25.9166679
11391,26.3888893
11394,26.8333321
11397,27.25
11399,27.6944466
11402,28.1388893
11405,28.5555553
11408,28.9444447
11411,29.3611126
11414,29.7222214
11417,30.166666
11420,30.4722214
11423,30.7500019
11427,30.9999981
11430,31.0277786
11433,30.9722233
11436,30.833334
11439,30.5277786
11442,30.1111126
11445,29.7777805
11448,29.2777767
11451,28.8055553
11454,28.333334
11457,27.8611126
11460,27.3888893
11462,26.8333321
11465,26.3333359
11468,25.8888912
11470,25.416666
11473,24.9722214
11475,24.6111107
11478,24.2222233
11480,23.833334
11483,23.4444447
11485,22.9722233
11487,22.5277767
11489,22.0277786
11492,21.4722233
11494,20.8888912
11496,20.3055553
11498,19.7222214
11500,19.0833359
11502,18.3888912
11503,17.7222214
11505,17.083334
11507,16.4444447
11508,15.8888893
11510,15.3888893
11512,14.9444447
11513,14.583334
11514,14.3611116
11516,14.083334
11517,13.8055553
11519,13.5555553
11520,13.250001
11521,12.9444456
11523,12.6944456
11524,12.4444437
11525,12.1944447
11526,12
11528,11.8611116
11529,11.75
11530,11.6388893
11531,11.5277777
11532,11.500001
11533,11.4722223
11535,11.4861107
11536,11.500001
11537,11.5277777
11538,11.6388893
11539,11.8888884
11541,12.1388893
11542,12.3611107
11543,12.6111116
11544,13.0277786
11546,13.500001
11547,13.9722214
11549,14.4166679
11550,14.8333349
11552,15.333333
11553,15.916666
11555,16.4722233
11557,16.9722233
11559,17.4166679
11560,18
11562,18.7222233
11564,19.333334
11566,19.8888893
11568,20.4722233
11571,20.9166679
11573,21.3055573
11575,21.6388893
11577,21.916666
11579,22.1111107
11582,22.4722233
11584,22.7500019
11586,23.1111126
11589,23.5555573
11591,24.083334
11594,24.5000019
11596,24.9444466
11599,25.3611126
11601,25.75
11604,26.0555573
11607,26.4444447
11609,26.8333321
11612,27.2222233
11615,27.6111107
11618,28.0277786
11621,28.4444466
11624,28.8611126
11627,29.25
11630,29.6388893
11633,30.0000019
11636,30.3611145
11639,30.7500019
11642,31.083334
11645,31.3888874
11649,31.6666679
11652,31.9444447
11655,32.1666679
11658,32.4166679
11662,32.6388893
11665,32.8611145
11668,33.0833321
11672,33.3333321
11675,33.5555573
11679,33.8055573
11682,34.0555534
11686,34.1111145
11689,34.1666679
11693,34.1388893
11696,33.9722214
11699,33.7777786
11703,33.4444466
11706,32.9444466
11709,32.4444427
11713,31.9722233
11716,31.4166679
11719,30.9444466
11722,30.3611145
11725,29.833334
11728,29.3333321
11731,28.8611126
11734,28.3055553
11737,27.7500019
11740,27.1666679
11742,26.5555553
11745,25.9444447
11748,25.2777786
11750,24.583334
11752,23.8611126
11755,23.1388893
11757,22.3888893
11759,21.6111126
11761,20.7777786
11763,19.9722233
11765,19.1666679
11767,18.3611107
11769,17.6111126
11771,16.8055553
11772,16.1111126
11774,15.4444456
11775,14.8333349
11777,14.2777777
11778,13.8055553
11780,13.3611116
11781,12.9444456
11782,12.6111116
11784,12.166667
11785,11.75
11786,11.333333
11787,10.916666
11788,10.5555553
11789,10.1944447
11790,9.8611107
11791,9.6111116
11792,9.416667
11793,9.3611116
11794,9.249999
11795,9.2222223
11796,9.2777786
11797,9.3611116
11798,9.5277777
11799,9.750001
11800,10.0555563
11801,10.3055563
11802,10.5277786
11803,10.7777777
11804,10.916666
11805,10.9722223
11806,11.083334
11807,11.1944447
11809,11.333333
11810,11.5277777
11811,11.8611116
11812,12.2222223
11813,12.666667
11815,13.1666679
11816,13.7222223
11818,14.333334
11819,14.9722223
11821,15.6111116
11822,16.1944447
11824,16.8611107
11826,17.583334
11828,18.2777786
11830,19.0000019
11832,19.6944466
11834,20.3611126
11836,21.0277786
11838,21.6388893
11840,22.2222233
11843,22.7500019
11845,23.3055553
11848,23.833334
11850,24.333334
11853,24.833334
11855,25.333334
11858,25.7777786
11860,26.2222233
11863,26.6388893
11866,27.0555553
11869,27.4444447
11871,27.7777767
11874,28.1666679
11877,28.4166679
11880,28.6111126
11883,28.7777767
11886,28.7083321
11889,28.6388874
11892,28.4722214
11895,28.1666679
11898,27.7777767
11900,27.3888893
11903,26.8611126
11906,26.4444447
11908,26.0277786
11911,25.5555573
11914,25.416666
11916,25.3611126
11919,25.416666
11921,25.6111126
11924,25.9444447
11927,26.2777767
11929,26.7500019
11932,27.1944447
11935,27.6388893
11938,28.083334
11941,28.5
11944,28.9444447
11947,29.3333321
11950,29.6944447
11953,30.0000019
11956,30.3611145
11959,30.583334
11962,30.8888912
11965,31.333334
11968,31.8055553
11972,32.2222252
11975,32.6388893
11978,33
11982,33.3333321
11985,33.6666679
11989,33.9722214
11992,34.1944427
11996,34.4722214
11999,34.7777786
12003,35.0833359
12006,35.3888931
12010,35.6944427
12014,36
12017,36.2777786
12021,36.5555573
12025,36.7777824
12029,36.9999962
12032,37.2222214
12036,37.4444466
12040,37.6111145
12044,37.8055573
12048,37.9722214
12052,38.1666718
12055,38.3333359
12059,38.5277748
12063,38.6944466
12067,38.8333359
12071,39.0000038
12075,39.1666679
12079,39.3333359
12083,39.5
12087,39.6944466
12091,39.8611107
12095,40.0833321
12100,40.3055573
12104,40.5
12108,40.6944466
12112,40.8611145
12116,41.0277786
12120,41.1666679
12125,41.3333359
12129,41.5277786
12133,41.6666679
12137,41.8055534
12142,41.9444427
12146,41.9722214
12150,41.9305573
12154,41.8888893
12159,41.7222214
12163,41.4722214
12167,41.1944466
12171,40.8333321
12175,40.4166641
12179,39.9444466
12183,39.4166679
12187,38.8611145
12191,38.1666718
12195,37.5
12199,36.8333359
12202,36.1388931
12206,35.4166679
12210,34.6944466
12213,33.9444466
12216,33.1388893
12220,32.3333321
12223,31.6388912
12226,30.916666
12229,30.2777786
12232,29.6944447
12235,29.1111126
12238,28.4722214
12241,27.9166679
12244,27.2777786
12246,26.4722233
12249,25.5277786
12251,24.8055553
12254,24.083334
12256,23.4166679
12259,22.7777767
12261,22.1666679
12263,21.5277786
12265,20.9722214
12267,20.3611126
12269,19.6944466
12271,19.0000019
12273,18.3611107
12275,17.75
12277,17.333334
12278,17
12280,16.666666
12282,16.3333321
12283,16.0277786
12285,15.4722233
12286,14.7777786
12288,14.000001
12289,12.833333
12290,11.833334
12291,11.3055553
12293,10.8611116
12294,10.5277786
12295,10.3055563
12296,10.1111116
12297,9.916667
12298,9.750001
12299,9.5277777
12300,9.2222223
12300,8.9444447
12301,8.7222223
12302,8.5555553
12303,8.4444447
12304,8.5
12305,8.5555553
12306,8.7222223
12307,9
12308,9.3888884
12309,9.8055553
12310,10.3055563
12311,10.833333
12312,11.4166679
12313,12
12314,12.5555563
12316,13.0833349
12317,13.583334
12319,14.0555563
12320,14.5277786
12322,14.9722223
12323,15.3888893
12325,15.8611116
12326,16.3611126
12328,16.8055553
12330,17.3611107
12332,17.9722233
12334,18.583334
12336,19.1944427
12338,19.833334
12340,20.4444447
12342,21.0277786
12344,21.6111126
12346,22.1944447
12349,22.8333359
12351,23.833334
12353,24.833334
12356,25.4444447
12359,25.8888912
12361,26.25
12364,26.4444447
12367,26.666666
12370,26.8611126
12372,27.083334
12375,27.3055573
12378,27.7222233
12381,28.083334
12384,28.4444466
12387,28.8333359
12390,29.2777767
12393,30.0000019
12396,30.3055534
12399,30.5277786
12402,30.7777786
12405,31.0277786
12408,31.3611107
12411,31.6944447
12415,32
12418,32.3055573
12421,32.5833359
12425,32.8611145
12428,33.1111145
12431,33.3611107
12435,33.6111107
12438,33.9166679
12442,34.4722214
12445,35.0277786
12449,35.3055573
12453,35.3333359
12456,35.2916679
12460,35.25
12463,35.0277786
12467,34.8611107
12470,34.6666679
12474,34.4166679
12477,34.2777786
12481,34.2222214
12484,34.1666679
12488,34.1388893
12491,34.1111145
12495,34.1666679
12498,34.2500038
12502,34.3333359
12505,34.3888893
12509,34.4444466
12512,34.5833359
12516,34.6944466
12519,34.8333359
12523,34.9722214
12526,35.1388893
12530,35.1944466
12534,35.2222252
12537,35.1111107
12541,34.8333359
12544,34.6111107
12548,34.3333359
12551,33.9722214
12555,33.25
12558,31.9722233
12561,30.6388893
12564,29.8611107
12567,29.0833359
12570,28.5
12573,28.083334
12576,27.6111107
12578,27.1111107
12581,26.5833359
12584,25.2222233
12586,23.1944447
12588,21.5555553
12590,20.7222214
12592,19.9444466
12594,19.1388893
12596,18.3611107
12598,17.6388893
12600,16.833334
12601,15.916666
12603,15.083333
12604,14.3611116
12606,13.666667
12607,13.0555553
12608,12.5277786
12609,12.0277777
12611,11.5555563
12612,11.1944447
12613,10.7222233
12614,10.333334
12615,9.9444447
12616,9.583334
12617,9.3055553
12618,9.0555563
12619,8.8888893
12619,8.7222223
12620,8.5277786
12621,8.333333
12622,8.25
12623,8.2685184
12624,8.2870369
12625,8.3055553
12625,8.416667
12626,8.5555553
12627,8.75
12628,8.9444447
12629,9.1388893
12630,9.333334
12631,9.6388893
12632,9.916667
12633,10.2777777
12634,10.666667
12635,11.1111116
12636,11.5277777
12638,12.0277777
12639,12.5555563
12640,13.0277786
12642,13.5277777
12643,14.083334
12645,14.6388884
12646,15.1944447
12648,15.75
12649,16.2777786
12651,16.8611107
12653,17.4166679
12655,18
12657,18.6111107
12658,19.1666679
12660,19.75
12663,20.3888893
12665,20.9722214
12667,21.5
12669,22.0555573
12671,22.5833359
12674,23.1388893
12676,23.6388893
12679,24.1388893
12681,24.6111107
12684,25.0277786
12686,25.3888912
12689,25.7777786
12692,26.1388893
12694,26.4444447
12697,26.666666
12700,26.8611126
12702,27.083334
12705,27.333334
12708,27.583334
12711,28.0000019
12714,28.4444466
12717,28.8611126
12720,29.25
12723,29.6388893
12726,30.2222214
12729,30.833334
12732,31.1944466
12735,31.4444466
12739,31.6944447
12742,31.9444447
12745,32.1944427
12748,32.4444427
12752,32.7222252
12755,32.9722252
12758,33.2222214
12762,33.5
12765,33.6944466
12769,33.7777786
12772,33.8333321
12776,33.7222214
12779,33.5277786
12782,33.25
12786,32.8611145
12789,32.3333321
12792,31.8888912
12795,31.3055592
12799,30.7500019
12802,30.2500019
12805,29.7500019
12808,29.5277767
12811,29.2777767
12814,29.0833359
12816,28.8611126
12819,28.583334
12822,27.8611126
12825,27.5
12828,27.1666679
12831,26.8888893
12833,26.5555553
12836,26
12838,25.333334
12841,24.6666679
12843,23.9444466
12846,23.083334
12848,21.6111126
12850,20.9444447
12852,20.3888893
12854,19.8611126
12856,19.1944427
12858,17.6388893
12860,16.9722233
12861,16.4722233
12863,16
12865,15.4444456
12866,14.2777777
12867,13.0555553
12869,12.250001
12870,11.666667
12871,11.1111116
12872,10.6388893
12873,10.25
12874,9.8611107
12875,9.5277777
12876,9.249999
12877,9.1388893
12878,9
12879,8.916667
12880,8.8055563
12880,8.6944447
12881,8.5277786
12882,8.5555553
12883,8.7777777
12884,8.9444447
12885,9.1388893
12886,9.3055553
12887,9.4444447
12888,9.6388893
12889,9.8611107
12890,10.166667
12891,11.166667
12892,12.166667
12894,12.8611116
12895,13.3055563
12896,13.6944447
12898,14.1944447
12899,14.6944447
12901,15.2222233
12902,15.7777777
12904,16.3055553
12906,16.8888893
12908,17.4444447
12909,18
12911,18.5555573
12913,19.1111107
12915,19.6666679
12917,20.2222233
12919,20.7777786
12922,21.333334
12924,21.916666
12926,22.4166679
12928,22.9444447
12931,23.3888893
12933,23.833334
12936,24.2222233
12938,24.583334
12941,24.8611126
12943,25.166666
12946,25.4722252
12948,25.75
12951,26.083334
12954,26.4444447
12956,26.7777786
12959,27.1111107
12962,27.5277767
12965,27.8333359
12968,28.1111126
12971,28.3055553
12974,28.4444466
12976,28.583334
12979,28.6944447
12982,28.8055553
12985,28.9722233
12988,29.1944447
12991,29.4444447
12994,29.6666698
12997,29.5555573
13000,29.3333321
13003,29.2222252
13006,29.1111126
13009,28.9166641
13012,28.7222233
13015,28.2500019
13018,27.6111107
13020,27.3611107
13023,27.1388893
13026,26.9166679
13029,26.3888893
13031,25.8611107
13034,25.6111126
13036,25.3611126
13039,25.1111126
13042,24.5277786
13044,23.7222233
13046,23.1388893
13049,22.9444447
13051,22.8055553
13053,22.7222233
13056,22.7500019
13058,22.8611107
13060,23.0000019
13063,23.2222214
13065,23.5
13067,23.8055573
13070,24.1666679
13072,24.5000019
13075,24.9166679
13077,25.25
13080,25.5277786
13083,25.833334
13085,26.1388893
13088,26.3611107
13091,26.6111126
13093,26.9444447
13096,27.3055573
13099,27.6388893
13102,28.083334
13105,28.4166679
13108,28.6666679
13111,28.7777767
13114,28.8888893
13117,28.8611126
13119,28.8333359
13122,28.75
13125,28.583334
13128,28.6111126
13131,28.6388874
13134,28.7222233
13137,28.8888893
13140,29.1666679
13143,29.2777767
13146,29.4722214
13149,29.6111088
13152,29.6944447
13155,29.7500019
13158,29.8055573
13161,29.833334
13164,29.8888893
13167,30.0277786
13170,30.166666
13173,30.2777786
13176,30.3888893
13179,30.5555553
13183,30.7222233
13186,30.916666
13189,31.1388874
13192,31.3611107
13195,31.6111107
13199,31.9722233
13202,32.3611107
13205,32.6944466
13209,33.0555573
13212,33.4166679
13215,33.75
13219,34.1111145
13222,34.4722214
13226,34.7777786
13229,35.0833359
13233,35.3611107
13237,35.6666679
13240,35.9166679
13244,36.1666641
13248,36.3888893
13251,36.6111145
13255,36.8055573
13259,37.0277786
13263,37.25
13267,37.4444466
13270,37.6666679
13274,37.8888893
13278,38.1111107
13282,38.3333359
13286,38.5277748
13290,38.7222252
13294,38.8888893
13298,38.9722252
13302,39.0833321
13306,39.0555611
13310,38.9444427
13314,38.75
13318,38.4166679
13321,37.9166679
13325,37.3888893
13329,36.7222214
13333,35.9722252
13336,35.25
13340,34.4166679
13343,33.6388893
13346,32.8333359
13350,32
13353,31.3055592
13356,30.6111145
13359,29.9444447
13362,29.2777767
13365,28.6388874
13368,27.9166679
13371,27.2222233
13373,26.4722233
13376,25.666666
13378,24.8055553
13381,24.4166679
13383,24.0277786
13386,23.6111107
13388,23.2222214
13390,22.6944447
13393,21.1111107
13395,19.4444447
13396,18.5555573
13398,18.166666
13400,17.75
13402,17.333334
13404,16.916666
13405,15.8611116
13407,14.5
13408,13.333333
13409,12.8055563
13411,12.3888893
13412,11.9444447
13413,11.4722223
13414,11.0555553
13415,10.5277786
13416,9.9722233
13417,9.5277777
13418,9.166666
13419,8.8888893
13420,8.75
13421,8.666667
13422,8.7222223
13423,8.8611107
13423,9.0555563
13424,9.1944456
13425,9.333334
13426,9.500001
13427,9.7222223
13428,9.9722233
13429,10.8611116
13431,11.6944447
13432,12.1944447
13433,12.5555563
13434,12.9444456
13436,13.333333
13437,13.7222223
13439,14.000001
13440,14.25
13442,14.4722223
